,hhno,id,pagey,pdiary,pgend,pno,ppaidprk,pproxy,pptyp,psaudist,psautime,psexpfac,pspcl,pstaz,pstyp,ptpass,puwarrp,puwdepp,puwmode,pwaudist,pwautime,pwpcl,pwtaz,pwtyp,year
6808,31799,,7,1,Male,3,-1,Proxy,Child Age 5-15,2.28,10.92,369.7,9090,1811,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6809,31799,,3,1,Female,4,-1,Proxy,Child Age 0-4,0.83,7.98,369.7,72387,1812,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6810,31809,,44,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,301.21,-1,-1,Not a Student,0,Before 6 am,Between 5:30 and 6 pm,Drive Alone,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
6811,31809,,45,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,301.21,-1,-1,Not a Student,0,,,,8.14,25.54,480873,1017,Paid Full-Time Worker,2006
6812,31809,,4,1,Female,3,-1,No Proxy,Child Age 0-4,-1.0,-1.0,301.21,-1,-1,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6813,31809,,2,1,Male,4,-1,No Proxy,Child Age 0-4,-1.0,-1.0,301.21,-1,-1,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6814,31840,,48,1,Male,1,-1,,University Student,2.92,14.97,585.45,439263,1349,Full-Time Student,0,Between 7:30 and 8 am,Between 4 and 4:30 pm,Drive Alone,2.92,14.97,439263,1349,Paid Part-Time Worker,2006
6815,31847,,55,1,Female,1,-1,,Part-Time Worker,-1.0,-1.0,347.98,-1,-1,Not a Student,0,,,Walk,-1.0,-1.0,-1,-1,Paid Part-Time Worker,2006
6816,31847,,56,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,347.98,-1,-1,Not a Student,0,,,Drive Alone,0.61,4.45,79109,1283,Paid Full-Time Worker,2006
6817,31870,,82,1,Male,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,114.62,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6818,31893,,75,1,Male,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,194.75,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6819,31893,,70,1,Female,2,-1,,Non-Working Adult Age 65+,-1.0,-1.0,194.75,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6820,31927,,62,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,270.89,-1,-1,Not a Student,1,Between 8 and 8:30 am,None 4+ Days/Week,Bike,11.32,125.61,397307,756,Paid Full-Time Worker,2006
6821,31927,,62,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,270.89,-1,-1,Not a Student,1,,,,16.97,146.17,148080,584,Paid Full-Time Worker,2006
6822,31938,,34,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,379.96,-1,-1,Not a Student,0,Between 8:30 and 9 am,Between 5:30 and 6 pm,Drive Alone,33.92,53.12,190109,2008,Paid Full-Time Worker,2006
6823,31938,,40,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,379.96,-1,-1,Not a Student,0,Between 7:30 and 8 am,None 4+ Days/Week,Drive Alone,9.13,28.92,42537,1589,Paid Full-Time Worker,2006
6824,31938,,61,1,Female,3,-1,Proxy,Non-Working Adult Age <65,-1.0,-1.0,379.96,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6825,31938,,5,1,Male,4,-1,Proxy,Child Age 5-15,-1.0,-1.0,379.96,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6826,31938,,1,1,Male,5,-1,Proxy,Child Age 0-4,-1.0,-1.0,379.96,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6827,31950,,43,1,Female,1,-1,Proxy,Non-Working Adult Age <65,-1.0,-1.0,329.49,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6828,31950,,42,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,329.49,-1,-1,Not a Student,0,,,Drive Alone,13.47,30.19,180012,1260,Paid Full-Time Worker,2006
6829,31950,,12,1,Male,3,-1,Proxy,Child Age 5-15,3.6,12.59,329.49,26694,1403,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6830,31950,,10,1,Female,4,-1,Proxy,Child Age 5-15,-1.0,-1.0,329.49,-1,-1,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6831,31964,,40,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,386.22,-1,-1,Not a Student,1,,,,10.62,33.78,147990,571,Paid Full-Time Worker,2006
6832,31964,,38,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,386.22,-1,-1,Not a Student,1,,,,10.86,35.66,147811,500,Paid Full-Time Worker,2006
6833,31964,,9,1,Male,3,-1,,Child Age 5-15,1.06,8.0,386.22,236476,1849,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6834,31964,,3,1,Male,4,-1,No Proxy,Child Age 0-4,-1.0,-1.0,386.22,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6835,31990,,41,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,418.39,-1,-1,Not a Student,0,Between 7:30 and 8 am,After 6:30 pm,Drive Alone,11.72,37.14,148857,439,Paid Full-Time Worker,2006
6836,31990,,37,1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,418.39,-1,-1,Not a Student,1,,,,13.15,39.17,74320,305,Paid Full-Time Worker,2006
6837,31990,,6,1,Male,3,-1,No Proxy,Child Age 5-15,2.64,10.8,418.39,90431,1489,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6838,31990,,3,1,Male,4,-1,No Proxy,Child Age 0-4,2.64,10.8,418.39,90431,1489,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6839,32007,,77,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,106.0,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6840,32011,,49,1,Male,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,1031.62,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6841,32016,,46,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,316.08,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6842,32016,,59,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,316.08,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
6843,32016,,13,1,Female,3,-1,No Proxy,Child Age 5-15,4.41,12.52,316.08,232233,1146,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6844,32031,,52,1,Male,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,373.48,-1,-1,Not a Student,0,,,,20.72,54.26,407954,1026,Paid Full-Time Worker,2006
6845,32031,,52,1,Female,2,-1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,373.48,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6846,32042,,53,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,457.02,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6847,32042,,41,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,457.02,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
6848,32115,,49,1,Male,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,312.38,-1,-1,Not a Student,1,,,,46.21,115.29,59017,529,Paid Full-Time Worker,2006
6849,32115,,48,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,312.38,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6850,32115,,17,1,Female,3,-1,Proxy,High School Student Age 16+,5.64,19.32,312.38,753925,3413,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6851,32115,,13,1,Male,4,-1,Proxy,Child Age 5-15,5.64,19.32,312.38,912492,3413,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6852,32137,,27,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,564.18,-1,-1,Not a Student,0,,,,7.3,19.86,934842,3239,Paid Full-Time Worker,2006
6853,32137,,36,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,564.18,-1,-1,Not a Student,0,,,,9.33,27.49,717119,3181,Paid Full-Time Worker,2006
6854,32137,,8,1,Female,3,-1,,Child Age 5-15,0.68,4.73,564.18,709809,3323,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6855,32146,,40,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,653.91,-1,-1,Not a Student,0,,,Drive Alone,4.72,13.14,756532,3223,Paid Full-Time Worker,2006
6856,32146,,42,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,653.91,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6857,32146,,7,1,Female,3,-1,Proxy,Child Age 5-15,0.77,5.09,653.91,755190,3162,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6858,32146,,3,1,Male,4,-1,Proxy,Child Age 0-4,2.56,7.7,653.91,756057,3167,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6859,32199,,45,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,207.59,-1,-1,Not a Student,1,Between 7 and 7:30 am,None 4+ Days/Week,Walk to Transit,23.76,58.69,164481,605,Paid Full-Time Worker,2006
6860,32208,,49,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,856.93,-1,-1,Not a Student,0,After 9 am,Between 3:30 and 4 pm,Drive Alone,54.6,112.43,956406,2598,Paid Full-Time Worker,2006
6861,32208,,43,1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,856.93,-1,-1,Not a Student,0,,,,1.16,8.9,913488,2770,Paid Full-Time Worker,2006
6862,32208,,18,1,Female,3,-1,No Proxy,High School Student Age 16+,-1.0,-1.0,856.93,-1,-1,Not a Student,0,,,,6.41,26.27,928677,2959,Paid Part-Time Worker,2006
6863,32214,,42,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,242.44,-1,-1,Not a Student,0,Between 8:30 and 9 am,None 4+ Days/Week,Drive Alone,3.26,19.45,763197,2875,Paid Full-Time Worker,2006
6864,32216,,64,1,Male,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,372.36,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6865,32216,,54,1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,372.36,-1,-1,Not a Student,0,,,,13.62,30.45,692200,3036,Paid Full-Time Worker,2006
6866,32221,,44,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,590.19,-1,-1,Not a Student,0,Between 8 and 8:30 am,Before 3:30 pm,Walk,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
6867,32221,,50,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,590.19,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
6868,32221,,11,1,Female,3,-1,,Child Age 5-15,-1.0,-1.0,590.19,-1,-1,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6869,32221,,7,1,Female,4,-1,,Child Age 5-15,-1.0,-1.0,590.19,-1,-1,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6870,32226,,70,1,Male,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,79.73,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6871,32233,,61,1,Male,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,461.93,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6872,32252,,38,1,Male,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,124.16,-1,-1,Not a Student,0,,,,4.94,21.26,231263,296,Paid Full-Time Worker,2006
6873,32252,,29,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,124.16,-1,-1,Not a Student,0,,,Drive Alone,4.94,21.26,231263,296,Paid Full-Time Worker,2006
6874,32253,,70,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,323.56,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6875,32253,,71,1,Male,2,-1,,Non-Working Adult Age 65+,-1.0,-1.0,323.56,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6876,32292,,37,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,220.81,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6877,32292,,39,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,220.81,-1,-1,Not a Student,0,,,,15.98,42.02,233432,998,Paid Full-Time Worker,2006
6878,32305,,49,1,Male,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,97.8,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
6879,32305,,41,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,97.8,-1,-1,Not a Student,0,Between 8 and 8:30 am,Between 4:30 and 5 pm,Drive Alone,4.09,22.87,41281,491,Paid Full-Time Worker,2006
6880,32315,,81,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,888.05,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6881,32321,,70,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,330.07,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6882,32321,,78,1,Male,2,-1,,Non-Working Adult Age 65+,-1.0,-1.0,330.07,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6883,32325,,53,1,Female,1,-1,,Part-Time Worker,-1.0,-1.0,365.02,-1,-1,Not a Student,0,None 4+ Days/Week,Before 3:30 pm,Drive Alone,8.96,197.11,892939,2953,Paid Part-Time Worker,2006
6884,32325,,57,1,Female,2,-1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,365.02,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6885,32329,,38,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,417.41,-1,-1,Not a Student,0,None 4+ Days/Week,None 4+ Days/Week,Drive Alone,46.03,83.63,463953,656,Paid Full-Time Worker,2006
6886,32329,,45,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,417.41,-1,-1,Not a Student,0,,,,12.33,20.27,933258,2994,Paid Full-Time Worker,2006
6887,32348,,35,1,Female,1,-1,,Part-Time Worker,-1.0,-1.0,400.66,-1,-1,Not a Student,0,Between 7:30 and 8 am,Between 4 and 4:30 pm,Drive Alone,32.69,73.38,168852,721,Paid Part-Time Worker,2006
6888,32348,,37,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,400.66,-1,-1,Not a Student,0,,,,23.13,60.07,13585,1026,Paid Full-Time Worker,2006
6889,32348,,17,1,Male,3,-1,No Proxy,High School Student Age 16+,4.65,19.19,400.66,885646,2992,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6890,32348,,12,1,Male,4,-1,No Proxy,Child Age 5-15,4.65,19.19,400.66,885646,2992,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6891,32348,,10,1,Male,5,-1,No Proxy,Child Age 5-15,4.65,19.19,400.66,885646,2992,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6892,32368,,27,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,775.49,-1,-1,Not a Student,0,,,Walk,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
6893,32368,,31,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,775.49,-1,-1,Not a Student,0,,,,32.88,75.78,286305,968,Paid Full-Time Worker,2006
6894,32368,,6,1,Male,3,-1,No Proxy,Child Age 5-15,2.25,8.5,775.49,714532,3405,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6895,32368,,4,1,Male,4,-1,No Proxy,Child Age 0-4,-1.0,-1.0,775.49,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6896,32376,,31,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,604.62,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6897,32376,,30,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,604.62,-1,-1,Not a Student,0,,,,18.66,59.01,167816,1132,Paid Full-Time Worker,2006
6898,32376,,4,1,Female,3,-1,No Proxy,Child Age 0-4,-1.0,-1.0,604.62,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6899,32376,,2,1,Male,4,-1,No Proxy,Child Age 0-4,-1.0,-1.0,604.62,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6900,32376,,1,1,Female,5,-1,No Proxy,Child Age 0-4,-1.0,-1.0,604.62,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6901,32381,,39,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,746.71,-1,-1,Not a Student,0,,,,4.86,21.22,14812,1673,Paid Full-Time Worker,2006
6902,32381,,38,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,746.71,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6903,32381,,18,1,Female,3,-1,,High School Student Age 16+,5.98,16.63,746.71,272478,1956,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6904,32381,,17,1,Male,4,-1,,High School Student Age 16+,5.98,16.63,746.71,272478,1956,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6905,32389,,59,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,316.08,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6906,32389,,54,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,316.08,-1,-1,Not a Student,0,,,Drive Alone,6.44,21.29,281274,1444,Paid Full-Time Worker,2006
6907,32389,,17,1,Male,3,-1,,High School Student Age 16+,6.79,21.48,316.08,271933,1437,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6908,32413,,48,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,281.1,-1,-1,Not a Student,0,Between 7:30 and 8 am,None 4+ Days/Week,Drive Alone,7.37,16.54,179596,1165,Paid Full-Time Worker,2006
6909,32428,,51,1,Male,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,363.09,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6910,32428,,27,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,363.09,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6911,32438,,39,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,341.27,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6912,32438,,43,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,341.27,-1,-1,Not a Student,0,,,,7.99,19.63,961248,2524,Paid Full-Time Worker,2006
6913,32438,,3,1,Female,3,-1,No Proxy,Child Age 0-4,-1.0,-1.0,341.27,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6914,32438,,1,1,Female,4,-1,No Proxy,Child Age 0-4,-1.0,-1.0,341.27,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6915,32440,,44,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,304.73,-1,-1,Not a Student,0,,,,1.22,7.46,301140,1253,Paid Full-Time Worker,2006
6916,32440,,43,1,Female,2,-1,,Part-Time Worker,-1.0,-1.0,304.73,-1,-1,Not a Student,0,,,,3.69,12.95,217892,1229,Paid Part-Time Worker,2006
6917,32476,,49,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,200.73,-1,-1,Not a Student,0,Between 7:30 and 8 am,Between 4:30 and 5 pm,Drive Alone,1.07,6.28,1182723,2099,Paid Full-Time Worker,2006
6918,32483,,50,1,Male,1,-1,Proxy,Full-Time Worker,11.88,32.48,373.79,424769,808,Full-Time Student,0,,,,9.15,29.32,386165,566,Paid Full-Time Worker,2006
6919,32483,,53,1,Female,2,-1,,Part-Time Worker,-1.0,-1.0,373.79,-1,-1,Not a Student,0,,,Drive Alone,17.63,47.33,143430,31,Paid Part-Time Worker,2006
6920,32483,,17,1,Male,3,-1,Proxy,High School Student Age 16+,9.02,27.05,373.79,202908,1578,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6921,32485,,74,1,Male,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,181.99,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6922,32485,,72,1,Female,2,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,181.99,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6923,32491,,46,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,530.58,-1,-1,Not a Student,0,,,Walk,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
6924,32491,,39,1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,530.58,-1,-1,Not a Student,0,,,,4.4,17.47,956275,2572,Paid Full-Time Worker,2006
6925,32491,,11,1,Male,3,-1,Proxy,Child Age 5-15,2.65,11.2,530.58,1145779,2420,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6926,32491,,10,1,Female,4,-1,Proxy,Child Age 5-15,0.93,5.26,530.58,961628,2482,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6927,32522,,63,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,116.29,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6928,32522,,58,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,116.29,-1,-1,Not a Student,0,,,,6.62,23.0,142433,758,Paid Full-Time Worker,2006
6929,32531,,53,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,186.45,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6930,32531,,59,1,Male,2,-1,,University Student,30.26,76.33,186.45,148080,584,Part-Time Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6931,32548,,53,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,249.68,-1,-1,Not a Student,1,Between 8 and 8:30 am,None 4+ Days/Week,Shared Ride 3+,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
6932,32564,,80,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,512.58,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6933,32565,,83,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,668.13,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6934,32565,,78,1,Male,2,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,668.13,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6935,32579,,62,1,Male,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,461.93,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6936,32612,,47,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,225.37,-1,-1,Not a Student,0,Between 7:30 and 8 am,Between 5 and 5:30 pm,Drive Alone,6.79,20.1,985561,2285,Paid Full-Time Worker,2006
6937,32612,,46,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,225.37,-1,-1,Not a Student,0,None 4+ Days/Week,Before 3:30 pm,Drive Alone,16.05,35.85,1145266,2309,Paid Full-Time Worker,2006
6938,32613,,43,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,429.79,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6939,32613,,25,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,429.79,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
6940,32616,,52,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,124.16,-1,-1,Not a Student,0,,,,4.1,26.3,59073,543,Paid Full-Time Worker,2006
6941,32616,,52,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,124.16,-1,-1,Not a Student,0,,,,3.86,24.86,59049,531,Paid Full-Time Worker,2006
6942,32620,,57,1,Male,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,115.67,-1,-1,Not a Student,1,,,,13.68,40.35,147855,515,Paid Full-Time Worker,2006
6943,32620,,49,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,115.67,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6944,32621,,47,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,143.36,-1,-1,Not a Student,0,Before 6 am,Between 3:30 and 4 pm,Drive Alone,37.2,78.95,1145598,2403,Paid Full-Time Worker,2006
6945,32639,,54,1,Male,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,1140.55,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6946,32639,,43,1,Male,2,-1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,1140.55,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6947,32643,,62,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,380.64,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
6948,32644,,43,1,Female,1,-1,Proxy,Part-Time Worker,-1.0,-1.0,228.35,-1,-1,Not a Student,0,,,,25.57,40.44,1042605,2287,Paid Part-Time Worker,2006
6949,32644,,45,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,228.35,-1,-1,Not a Student,0,Before 6 am,Between 3:30 and 4 pm,Shared Ride 2,34.0,55.4,1145598,2403,Paid Full-Time Worker,2006
6950,32670,,33,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,741.63,-1,-1,Not a Student,0,None 4+ Days/Week,Between 4:30 and 5 pm,Drive Alone,26.45,56.49,81328,1669,Paid Full-Time Worker,2006
